top_up_online,top_up_card,top_up_cash,top_up_vip,top_up_total,non_chip_total,non_chip_card,non_chip_cash,event_finances,vendor_sales,vendor_external_sales,vendor_external_sales_non_alcoholic,vendor_external_sales_beer,vendor_external_sales_wine,vendor_external_sales_spirits,vendor_external_sales_salty,vendor_external_sales_sweet,vendor_external_sales_complimentary,vendor_external_sales_other,vendor_external_commission,vendor_external_payout,vendor_organizer_sales,vendor_organizer_sales_non_alcoholic,vendor_organizer_sales_beer,vendor_organizer_sales_wine,vendor_organizer_sales_spirits,vendor_organizer_sales_salty,vendor_organizer_sales_sweet,vendor_organizer_sales_complimentary,vendor_organizer_sales_other,vendor_organizer_sales_ticket,vendor_organizer_expenses,balance_unused,balance_unused_refunded,balance_unused_unclaimed,balance_unused_unclaimed_organizer,revenue
143640000,726450300,578257000,3750000,1452097300,72686200,39856200,32830000,1524783500,1171180700,347154300,17365100,0,19338300,4687500,198171400,8543500,12238200,86810300,82071279,265083021,824026400,87892100,338291300,7801000,255591000,3463000,0,5100500,57417500,68470000,824026400,349745400,316356733,33388667,33388667,115459946
